,nodeID,Y_BSsum,X3_Hyb,X2_Err,X1_ILS,,
58,489,45.1,0.001646372,100,0.035971788,IN,
59,490,4.86,0.002878252,97,0.009838477,IN,
60,491,1,0.003996554,30,Inf,IN,
61,492,31.2,0.001162301,100,0.010487922,IN,
62,493,48,0.001050853,100,0.006171342,IN,
63,494,15.1,0.001198174,79,0.036059949,IN,
64,495,18.1,0.001314924,100,0.007301717,IN,
65,496,17.6,0.001253159,100,0.00739759,IN,
66,497,7.17,0.001329261,100,0.011655997,IN,
67,498,11.3,0.001339777,100,0.013672643,IN,
68,499,18.1,0.001385561,100,0.00997925,IN,
69,500,9.84,0.001173139,100,0.011423833,IN,
70,501,20.6,0.001255155,100,0.007761617,IN,
71,502,17.2,0.001107404,100,0.011833536,IN,
72,503,21.8,0.001238854,100,0.008022363,IN,
73,504,2.45,0.002328581,100,0.014490491,IN,
74,505,4.45,0.002510165,100,1.98E-05,IN,
75,506,3.33,0.001103925,100,0.011976516,IN,
76,507,3.27,0.000884352,40,0.334425579,IN,
77,508,12.4,0.000630294,100,0.005832356,IN,
78,509,14.5,0.001135617,100,0.023059832,IN,
79,510,5.31,0.001442437,100,0.011347818,IN,
80,511,4.87,0.001119316,100,0.029232815,IN,
81,512,11,0.001604935,100,0.020977511,IN,
82,513,20.5,0.000787868,100,0.009289234,IN,
83,514,24.5,0.002417939,100,0.01393264,IN,
84,515,0.05,0.003130725,100,0.018871402,IN,
85,516,0,0.003421089,98,0.023321488,IN,
86,517,7.21,0.002688546,100,0.01287373,IN,
87,518,9.14,0.002893773,100,0.014995508,IN,
88,519,21.6,0.003015632,100,0.033980181,IN,
89,520,3.08,0.003518848,100,0.006863631,IN,
90,521,5.91,0.003800504,100,0.032080025,IN,
91,522,24.9,0.001495903,100,0.00911516,IN,
92,523,26.2,0.000896539,100,0.03795565,IN,
93,524,4.25,0.00453089,100,0.021352692,IN,
94,525,9.08,0.005252894,100,0.027677184,IN,
95,526,1,0.004072397,100,3.60E-06,IN,
96,527,54,0.005373631,100,0.001562797,IN,
97,528,20.9,0.00698214,100,0.01495965,IN,
98,529,8.62,0.004129017,100,0.008863675,IN,
99,530,7.08,0.004088227,100,0.009368814,IN,
100,531,2.53,0.005055594,100,0.014574614,IN,
101,532,3.46,0.006455223,98,0.010961022,IN,
102,533,15.8,0.008970827,100,0.011172017,IN,
103,534,32.7,0.003890437,100,0.016520444,IN,
104,535,9.52,0.003911192,100,0.015712611,IN,
105,536,25.5,0.007639602,100,0.019303902,IN,
106,537,9.88,0.001386978,97,0.011276776,IN,
107,538,42.1,0.00174961,100,0.006694963,IN,
108,539,3.7,0.001069442,68,0.020831947,IN,
109,540,69.4,0.004662005,100,0.007396503,IN,
110,541,3.39,0.0010033,100,0.011054832,IN,
111,542,2.07,0.002009477,91,0.019901193,IN,oak
112,543,2.35,0.000726537,53,0.136085166,IN,oak
113,544,9.63,0.001138152,100,0.009904586,IN,oak
114,545,59.4,0.001691379,100,0.007621148,IN,oak
115,546,41.7,0.001700708,100,0.006740981,IN,oak
116,547,15.9,0.00168224,99,0.009037561,IN,oak
117,548,2.36,0.001685604,100,0.007218591,IN,oak
118,549,2.34,0.001735632,100,0.010415228,IN,oak
119,550,10.1,0.002064757,100,0.017103973,IN,oak
120,551,11.5,0.001499533,100,0.023919208,IN,oak
121,552,25.1,0.001439897,100,0.027550912,IN,oak
122,553,8.01,0.001710975,94,0.009379697,IN,oak
123,554,19.5,0.009058925,100,0.016403833,IN,oak
124,555,60.8,0.01101385,100,0.004946779,IN,oak
125,556,5.28,0.000873256,100,0.009765077,IN,oak
126,557,37.8,0.000497424,100,0.009653026,IN,oak
127,558,23.6,0.000543357,100,0.011927315,IN,oak
128,559,3.46,0.000917016,100,0.014540194,IN,oak
129,560,7.48,0.000816937,100,0.019111755,IN,oak
130,561,27.8,0.000820469,100,0.010233722,IN,oak
131,562,1.95,0.00097689,95,0.024178004,IN,oak
132,563,7.52,0.000793432,100,0.022448375,IN,oak
133,564,35.3,0.000440119,100,0.005928883,IN,oak
134,565,13.9,0.000971698,100,0.015370307,IN,oak
135,566,22,0.000994848,100,0.017732639,IN,oak
136,567,32.7,0.000950875,100,0.034080664,IN,oak
137,568,2,0.001086075,100,0.012702597,IN,oak
138,569,5.09,0.00159948,100,0.016193496,IN,oak
139,570,8.86,0.001742799,100,0.018690348,IN,oak
140,571,24.8,0.002086492,100,0.005222088,IN,oak
141,572,3.22,0.000941406,100,0.012577267,IN,oak
142,573,19.8,0.000483588,100,0.014851105,IN,oak
143,574,0.898,0.001108328,98,0.023798001,IN,oak
144,575,1.6,0.000867975,100,0.032397423,IN,oak
145,576,5.36,0.00038035,100,0.050817605,IN,oak
146,577,18.9,0.001352959,100,0.014936749,IN,oak
147,578,1.07,0.001282573,100,0.030230297,IN,oak
148,579,15.6,0.001016078,100,0.02146721,IN,oak
149,580,0.966,0.001448702,100,0.025865345,IN,oak
150,581,12.9,0.001244288,100,0.063896893,IN,oak
151,582,4.02,0.000435927,100,0.024411392,IN,oak
152,583,6.73,0.000553705,100,0.010753304,IN,oak
153,584,38.3,0.000260739,100,0.01031212,IN,oak
154,585,10,0.000265087,99,0.010518502,IN,oak
155,586,25.4,0.000233644,100,0.011141693,IN,oak
156,587,8.64,0.000283867,100,0.01438031,IN,oak
157,588,13.1,0.000239635,100,0.019995942,IN,oak
158,589,49.3,0.000249944,100,0.008156482,IN,oak
159,590,3.8,0.000654718,100,0.015434291,IN,oak
160,591,7.93,0.001213927,98,0.054165453,IN,oak
161,592,18.2,0.000949892,100,0.005548715,IN,oak
162,593,35.4,0.000918274,100,0.010392439,IN,oak
163,594,15.1,0.00096217,100,0.014193858,IN,oak
164,595,40.4,0.000885672,100,0.00912986,IN,oak
165,596,5.1,0.00058817,100,0.01379006,IN,oak
166,597,1.22,0.000531433,98,0.004422981,IN,oak
167,598,1.85,0.001423596,100,0.160968314,IN,oak
168,599,0.0976,0.000639982,100,0.017284901,IN,oak
169,600,0.0976,0.001034685,100,0.014717254,IN,oak
170,601,0.0133,0.000856804,100,0.029071394,IN,oak
171,602,0.519,0.000913517,100,0.01719228,IN,oak
172,603,0.302,0.001045721,69,0.114137981,IN,oak
173,604,20.7,0.001554002,100,0.013863247,IN,oak
174,605,3.05,0.000783363,100,0.010448295,IN,oak
175,606,7.76,0.000686227,100,0.010293867,IN,oak
176,607,15,0.000668329,100,0.013395122,IN,oak
177,608,1.12,0.000821486,100,0.006963096,IN,oak
178,609,2.2,0.000846449,100,0.00797935,IN,oak
179,610,9.05,0.000690064,100,Inf,IN,oak
180,611,0.59,0.000933485,99,0.032865498,IN,oak
181,612,5.03,0.00078426,100,0.017033392,IN,oak
182,613,7.94,0.000738966,100,0.029266369,IN,oak
183,614,0.0222,0.000456659,100,0.026535944,IN,oak
184,615,0.0976,0.00058957,100,0.030329375,IN,oak
185,616,1.52,0.000595456,0,Inf,IN,oak
186,617,11.5,0.000652029,100,0.01813128,IN,oak
187,618,0,0.000542718,100,0.038472966,IN,oak
188,619,0.0225,0.000884851,100,0.023472307,IN,oak
189,620,1,0.000908307,100,0.024627817,IN,oak
190,621,7.21,0.000679196,100,0.037283599,IN,oak
191,622,9.38,0.001074726,100,0.007251065,IN,oak
192,623,7.49,0.001423596,100,0.02565028,IN,oak
193,624,0.0111,0.000619127,100,0.03183162,IN,oak
194,625,0,0.000487678,54,Inf,IN,oak
195,626,0.0274,0.000549752,100,0.051800642,IN,oak
196,627,0.0132,0.000594166,100,0.018555229,IN,oak
197,628,0.861,0.000645668,100,0.081002271,IN,oak
198,629,3.37,0.000709667,100,0.020022633,IN,oak
199,630,5.27,0.000751582,100,0.011856092,IN,oak
200,631,13.7,0.000901973,100,0.016964492,IN,oak
201,632,0.629,0.000989322,100,0.021330601,IN,oak
202,633,0.409,0.000673657,100,0.017131518,IN,oak
203,634,0.195,0.00054504,100,0.003222294,IN,oak
204,635,0.0541,0.000491781,100,0.020768075,IN,oak
205,636,6.13,0.000673763,100,0.027579525,IN,oak
206,637,0.414,0.000403964,100,0.02931442,IN,oak
207,638,3.3,0.000388499,100,0.013917979,IN,oak
208,639,9.07,0.000423819,100,0.027260213,IN,oak
209,640,2.84,0.002170451,88,0.013966073,IN,oak
210,641,44.1,0.001820642,100,0.008872224,IN,oak
211,642,13.5,0.00244718,100,0.008047057,IN,oak
212,643,26.1,0.002852625,100,0.008704414,IN,oak
213,644,4.62,0.00178251,99,0.007985921,IN,oak
214,645,0.494,0.001978657,100,0.017807002,IN,oak
215,646,0.022,0.002581845,100,0.033537747,IN,oak
216,647,0.116,0.002543031,100,0.028991707,IN,oak
217,648,0.89,0.002556408,100,0.01898685,IN,oak
218,649,0.463,0.002653056,100,0.005472731,IN,oak
219,650,9.49,0.002928695,100,0.023665195,IN,oak
220,651,2.96,0.002390772,100,0.012710552,IN,oak
221,652,0.0132,0.002574111,100,0.022919645,IN,oak
222,653,0.162,0.002628618,0,Inf,IN,oak
223,654,2.69,0.002157128,39,Inf,IN,oak
224,655,1.73,0.00292645,100,0.004531156,IN,oak
225,656,5.87,0.00325471,100,0.046475017,IN,oak
226,657,0,0.00181264,100,0.013281615,IN,oak
227,658,0.684,0.002537478,100,Inf,IN,oak
228,659,0,0.001820437,100,0.008227978,IN,oak
229,660,0.329,0.00239998,97,0.383357706,IN,oak
230,661,2.96,0.002146261,100,0.046528099,IN,oak
231,662,0,0.001780754,100,0.021976893,IN,oak
232,663,0,0.001785508,100,0.007615486,IN,oak
233,664,0,0.001874611,10,Inf,IN,oak
234,665,0,0.001979923,100,0.027756062,IN,oak
235,666,0.481,0.002428807,100,0.010178217,IN,oak
236,667,0.151,0.001785086,99,0.130243979,IN,oak
237,668,1.63,0.001691968,100,0.016749103,IN,oak
238,669,5.34,0.001678974,100,0.01667791,IN,oak
239,670,0,0.002051465,89,0.108752949,IN,oak
240,671,0,0.001987536,98,0.436375849,IN,oak
241,672,0,0.001715225,13,Inf,IN,oak
242,673,0,0.001636224,32,Inf,IN,oak
243,674,2.11,0.001608337,100,0.116336961,IN,oak
244,675,0.0116,0.001664983,100,0.004273678,IN,oak
245,676,0.434,0.001711575,100,0.075531754,IN,oak
246,677,1.15,0.001624638,100,0.024062948,IN,oak
247,678,0,0.002216519,100,0.045535377,IN,oak
248,679,0.0824,0.002087728,100,0.064317278,IN,oak
249,680,1.01,0.002184296,100,0.019577174,IN,oak
250,681,0,0.002285009,19,Inf,IN,oak
251,682,0,0.00245654,100,0.004966755,IN,oak
252,683,0.075,0.002657769,100,0.019641822,IN,oak
253,684,7.47,0.002314702,100,0.023197318,IN,oak
254,685,0,0.002199112,100,0.041420475,IN,oak
255,686,0,0.002089727,43,Inf,IN,oak
256,687,0,0.002122377,95,0.063172588,IN,oak
257,688,0.762,0.002216897,100,0.019761029,IN,oak
258,689,0,0.002136741,82,0.202525527,IN,oak
259,690,2.35,0.002173429,100,0.019536271,IN,oak
260,691,0,0.002262674,29,3.518400279,IN,oak
261,692,0,0.00243151,81,0.183673376,IN,oak
262,693,1.56,0.002624415,100,0.015628444,IN,oak
263,694,0,0.002428294,92,0.100515848,IN,oak
264,695,0.691,0.002048457,100,0.028035149,IN,oak
265,696,0,0.002635185,100,0.136567146,IN,oak
266,697,0.889,0.002977597,100,0.013152213,IN,oak
267,698,0.287,0.002458073,100,0.039455284,IN,oak
268,699,3.91,0.00266245,100,0.027118209,IN,oak
269,700,0,0.00216253,98,0.02439362,IN,oak
270,701,0.699,0.002385338,100,0.047568523,IN,oak
271,702,0,0.002160038,44,0.273637879,IN,oak
272,703,0.0714,0.00288288,100,0.018995959,IN,oak
273,704,0.494,0.002765688,100,0.01654783,IN,oak
274,705,0,0.001764085,49,0.377382231,IN,oak
275,706,3.69,0.001640939,100,0.010795839,IN,oak
276,707,0.159,0.001888032,100,0.011638123,IN,oak
277,708,2.28,0.001945219,100,0.010055723,IN,oak
278,709,0,0.002148693,100,0.038481819,IN,oak
279,710,0,0.002305578,24,Inf,IN,oak
280,711,0.864,0.002369037,100,0.013184853,IN,oak
281,712,0,0.002133801,100,0.008540905,IN,oak
282,713,0.658,0.002673317,100,0.074311068,IN,oak
283,714,0,0.002167018,100,0.050413975,IN,oak
284,715,0.186,0.002230409,100,0.014050286,IN,oak
285,716,0.0118,0.002352843,0,Inf,IN,oak
286,717,1.98,0.001890883,100,0.003929893,IN,oak
287,718,0.231,0.0027086,0,Inf,IN,oak
288,719,6.87,0.002716786,100,0.00896193,IN,oak
289,720,0,0.00211046,30,Inf,IN,oak
290,721,0,0.002144005,100,0.003485692,IN,oak
291,722,0,0.002124878,72,0.034554473,IN,oak
292,723,12.6,0.001890883,100,0.006423814,IN,oak
293,724,0,0.002216673,100,0.017372459,IN,oak
294,725,1.65,0.002344089,100,0.012214729,IN,oak
295,726,3.92,0.002119093,100,0.013791071,IN,oak
296,727,2.54,0.002498012,100,0.025379421,IN,oak
297,728,6.14,0.002678751,100,0.012103255,IN,oak
298,729,0.075,0.002129857,53,2.774455309,IN,oak
299,730,0,0.002243409,100,0.012100184,IN,oak
300,731,3.89,0.002559212,100,0.041000682,IN,oak
301,732,0.565,0.002033266,100,0.004357304,IN,oak
302,733,2.08,0.002075624,100,0.017305978,IN,oak
303,734,6.67,0.001597154,100,0.009914224,IN,oak
304,735,10.5,0.001643707,97,0.021597336,IN,oak
305,736,8.3,0.002412506,100,Inf,IN,oak
306,737,41.2,0.001132819,100,0.007867562,IN,oak
307,738,29.1,0.001043246,100,0.020285623,IN,oak
308,739,4.59,0.001616135,100,0.008538637,IN,oak
309,740,26.8,0.003683962,100,0.027125385,IN,oak
310,741,3.96,0.001753219,100,0.00891773,IN,oak
311,742,38.3,0.004934268,100,0.01485119,IN,oak
312,743,21.5,0.004450095,100,0.070107402,IN,oak
313,744,16.9,0.005196932,100,0.009461025,IN,oak
314,745,24.5,0.005944328,100,0.017462746,IN,oak
315,746,28.5,0.004401193,100,0.014512463,IN,oak
316,747,3.69,0.001891731,100,0.009127758,IN,oak
317,748,0.658,0.002918549,100,0.019582609,IN,oak
318,749,0.697,0.002949457,100,0.012534314,IN,oak
319,750,2.12,0.00253357,100,0.012024128,IN,oak
320,751,1.78,0.00263627,100,0.048190624,IN,oak
321,752,3.15,0.002788393,100,0.008637652,IN,oak
322,753,8.73,0.002879793,100,0.010308488,IN,oak
323,754,2.16,0.002715862,100,0.024396915,IN,oak
324,755,13.8,0.002684185,100,0.014635069,IN,oak
325,756,0.523,0.003217585,78,0.03481808,IN,oak
326,757,0.421,0.003690269,100,0.010889279,IN,oak
327,758,0.692,0.003097099,100,0.006343288,IN,oak
328,759,12.2,0.003950207,100,0.003406618,IN,oak
329,760,0.388,0.002962377,100,0.025240385,IN,oak
330,761,0.134,0.002989069,100,0.018240888,IN,oak
331,762,0.823,0.002904665,13,Inf,IN,oak
332,763,6,0.003037367,100,0.011811186,IN,oak
333,764,0.683,0.003046268,94,0.176640607,IN,oak
334,765,9.04,0.002787422,100,0.015198395,IN,oak
335,766,0.561,0.001479751,44,Inf,IN,oak
336,767,0.0732,0.001787212,99,0.008224987,IN,oak
337,768,0.553,0.002635389,100,0.026643205,IN,oak
338,769,0.868,0.002775396,100,0.020423557,IN,oak
339,770,1.99,0.002842941,100,0.018660955,IN,oak
340,771,5.45,0.003548122,100,0.042509356,IN,oak
341,772,4.68,0.002726759,100,0.033849739,IN,oak
342,773,3.95,0.002734016,100,0.01195142,IN,oak
343,774,6.66,0.00317864,100,0.02613544,IN,oak
344,775,0,0.001852348,100,0.017416656,IN,oak
345,776,0.214,0.002695915,100,0.02836847,IN,oak
346,777,2.29,0.00248712,100,0.029303711,IN,oak
347,778,11.4,0.002580947,100,0.025283175,IN,oak
348,779,1.32,0.002805902,97,0.019775068,IN,oak
349,780,23.3,0.003162339,100,0.013663593,IN,oak
350,781,9.91,0.002570629,100,0.011542129,IN,oak
351,782,20.9,0.002553779,100,0.00964708,IN,oak
352,783,0.506,0.001846906,100,0.012655167,IN,oak
353,784,0.147,0.001799209,100,0.013426894,IN,oak
354,785,0,0.001993605,56,0.289233021,IN,oak
355,786,1.59,0.002329132,100,0.011452156,IN,oak
356,787,3.51,0.002387878,100,0.012574916,IN,oak
357,788,2.85,0.002355549,100,0.011966816,IN,oak
358,789,3.74,0.00205142,100,0.015657418,IN,oak
359,790,14.9,0.002086492,100,0.009776365,IN,oak
360,791,0,0.002166483,100,0.025876472,IN,oak
361,792,0,0.002597774,100,0.024266709,IN,oak
362,793,0,0.002819325,100,0.019578466,IN,oak
363,794,0.512,0.002251116,22,Inf,IN,oak
364,795,8.15,0.002189729,100,0.017271282,IN,oak
365,796,0,0.00309876,100,0.020580516,IN,oak
366,797,1.1,0.002679554,82,0.187505054,IN,oak
367,798,4.18,0.00295043,100,0.018297174,IN,oak
368,799,1.23,0.003489229,100,0.01387185,IN,oak
369,800,1.22,0.004048011,100,0.028986037,IN,oak
370,801,0,0.002002799,95,0.049210873,IN,oak
371,802,0,0.002069288,100,0.015198134,IN,oak
372,803,0,0.002140606,100,0.017032282,IN,oak
373,804,0.41,0.002781217,28,Inf,IN,oak
374,805,2.34,0.003238409,100,0.021128938,IN,oak
375,806,0,0.002379204,100,0.013761933,IN,oak
376,807,0,0.002050795,100,0.030173739,IN,oak
377,808,0.0526,0.001939785,100,Inf,IN,oak
378,809,0,0.002128128,100,0.01021148,IN,oak
379,810,0.419,0.002320065,100,0.09979327,IN,oak
380,811,0.0385,0.002668661,100,0.09417805,IN,oak
381,812,2.05,0.002390772,100,0.026140348,IN,oak
382,813,0,0.002179195,100,0.021915154,IN,oak
383,814,4.54,0.002265799,100,0.037955861,IN,oak
384,815,0.911,0.002194503,100,0.019851198,IN,oak
385,816,2.19,0.00182568,100,0.101313905,IN,oak
386,817,3.09,0.002651583,100,0.022612678,IN,oak
387,818,0,0.002418845,100,0.022758689,IN,oak
388,819,0,0.002444963,0,Inf,IN,oak
389,820,0.0116,0.00218905,0,Inf,IN,oak
390,821,0.136,0.002196653,100,0.029796096,IN,oak
391,822,8.2,0.002385338,100,0.020899709,IN,oak
392,823,0,0.002535622,100,0.012239792,IN,oak
393,824,0,0.002568543,100,0.027973424,IN,oak
394,825,0,0.002750137,100,0.015414331,IN,oak
395,826,0.0357,0.002418134,100,0.054073841,IN,oak
396,827,1.56,0.002477709,100,0.038122917,IN,oak
397,828,0,0.002914936,44,0.245948743,IN,oak
398,829,0,0.003144371,100,0.02958825,IN,oak
399,830,0.675,0.003046268,100,0.028501738,IN,oak
400,831,1.26,0.003754598,100,0.00872199,IN,oak
401,832,0,0.003066339,3,Inf,IN,oak
402,833,0.1,0.003184239,4,Inf,IN,oak
403,834,1.74,0.00272222,100,0.008721211,IN,oak
404,835,0,0.003169612,100,0.012321509,IN,oak
405,836,0,0.003072923,100,0.069440222,IN,oak
406,837,1.87,0.002542912,100,0.027922024,IN,oak
407,838,0.987,0.003427505,100,0.015625499,IN,oak
408,839,4.27,0.003526388,100,0.015647609,IN,oak
409,840,0,0.003272929,100,0.016402486,IN,oak
410,841,1.04,0.003754598,100,0.026098356,IN,oak
411,842,0,0.003360586,23,1.916418502,IN,oak
412,843,0.565,0.003173623,15,Inf,IN,oak
413,844,0.0123,0.003370909,100,0.014394943,IN,oak
414,845,1.91,0.004901082,100,0.056021318,IN,oak
415,846,1.05,0.001869149,100,0.204417294,IN,oak
416,847,0,0.003538775,100,0.006691049,IN,oak
417,848,0.963,0.002776555,100,0.020871635,IN,oak
418,849,0.0116,0.003882739,39,Inf,IN,oak
419,850,1.82,0.004118647,100,0.030779798,IN,oak
420,851,0.263,0.003768803,100,0.034077941,IN,oak
421,852,0.987,0.004249053,100,0.046558662,IN,oak
422,853,0.167,0.003071684,100,0.328666652,IN,oak
423,854,1.77,0.003395982,95,0.61242647,IN,oak
424,855,97.1,0,100,0.033402329,OT,
425,856,76.9,0,99,0.039589857,OT,
426,857,67.6,0,100,0.033081526,OT,
427,858,97.9,0,100,0.061351877,OT,
428,859,99.9,0,100,0.070094992,OT,
429,860,99.7,0,100,0.037141487,OT,
430,861,99.7,0,100,0.018161772,OT,
