QUinvaginata_F079_WE07_A,Quercus,Quercus,QU
QUintricata_F084_WG05_A,Quercus,Quercus,QU
QUstriatula_F118_WF01_A,Quercus,Quercus,QU
QUvaseyana_P002_WC11_A,Quercus,Quercus,QU
QUdepressipes_F079_WE05_A,Quercus,Quercus,QU
QUoocarpa_P009_WH03_A,Quercus,Quercus,QU
QUcorrugata_P009_WF07_SP,Quercus,Quercus,QU
QUlusitanica_P017_WB10_SNU,Quercus,Quercus,QU
QUpacifica_F079_WF06_A,Quercus,Quercus,QU
QUrepanda_F087_WA02_A,Quercus,Quercus,QU
QUinfectoria_F101_WD03_A,Quercus,Quercus,QU
QUgriffithii_F086_WH03_A,Quercus,Quercus,QU
QUliebmanii_F079_WE03_A,Quercus,Quercus,QU
NNsplendens_F086_WH08_A,Quercus,Quercus,QU
QUlaceyi_P011_WF09_A,Quercus,Quercus,QU
QUinsignis_F086_WH07_A,Quercus,Quercus,QU
QUdiversifolia_F086_WF04_A,Quercus,Quercus,QU
QUcanariensis_P002_WC10_A,Quercus,Quercus,QU
QUfrainetto_trans_A,Quercus,Quercus,QU
QUmartinezii_P011_WF12_A,Quercus,Quercus,QU
QUmohriana_F087_WB02_A,Quercus,Quercus,QU
QUtuberculata_F079_WC03_A,Quercus,Quercus,QU
QUhavardii_P010_WE01_A,Quercus,Quercus,QU
QUglaucescens_K010_WH06_A,Quercus,Quercus,QU
QUsegoviensis_K001_WA08_A,Quercus,Quercus,QU
QUtoumeyi_F079_WG01_A,Quercus,Quercus,QU
QUgermana_F086_WF03_A,Quercus,Quercus,QU
QUsinuata_P002_WD03_A,Quercus,Quercus,QU
QUfrutex_F086_WE08_A,Quercus,Quercus,QU
QUpungens_F101_WD10_A,Quercus,Quercus,QU
QUglabrescens_F079_WC09_A,Quercus,Quercus,QU
QUcornelius_mulleri_F079_WD03_A,Quercus,Quercus,QU
QUjohn_tuckeri_F086_WG02_SNP,Quercus,Quercus,QU
QUpotosina_F087_WA08_A,Quercus,Quercus,QU
QUmicrophylla_F084_WG07_A,Quercus,Quercus,QU
QUgreggii_F079_WF07_A,Quercus,Quercus,QU
QUchihuahuensis_K010_WC07_A,Quercus,Quercus,QU
QUlancifolia_F102_WA10_A,Quercus,Quercus,QU
QUfabrei_F086_WF02_A,Quercus,Quercus,QU
QUoblongifolia_F079_WF04_A,Quercus,Quercus,QU
QUresinosa_F079_WE04_A,Quercus,Quercus,QU
QUdeserticola_F087_WC03_A,Quercus,Quercus,QU
QUengelmannii_F079_WF11_A,Quercus,Quercus,QU
QUpolymorpha_F101_WF12_A,Quercus,Quercus,QU
QUglaucoides_F086_WE11_A,Quercus,Quercus,QU
QUdentata_F086_WG03_A,Quercus,Quercus,QU
QUmontana_trans_A,Quercus,Quercus,QU
QUpeduncularis_F087_WA07_A,Quercus,Quercus,QU
QUdumosa_P010_WC12_A,Quercus,Quercus,QU
QUmargarettae_P019_WE01_SNS,Quercus,Quercus,QU
QUaliena_F086_WH11_A,Quercus,Quercus,QU
QUpyrenaica_P009_WB11_A,Quercus,Quercus,QU
QUprinoides_P008_WF02_A,Quercus,Quercus,QU
