FBD_tiplabel,renameSequencingData,Name.v3,nicheRecon,genus,gen_sect.abb
LOhintonii_F086_WG05_A_0,LOhintonii_F086_WG05_A,Quercus_hintonii,Y,Quercus,LO
LOhintoniorum_P004_WD12_A_0,LOhintoniorum_P004_WD12_A,Quercus_hintoniorum,Y,Quercus,LO
LOhumboldtii_P004_WD04_A_0,LOhumboldtii_P004_WD04_A,Quercus_humboldtii,Y,Quercus,LO
LOhypoleucoides_F118_WE08_A_0,LOhypoleucoides_F118_WE08_A,Quercus_hypoleucoides,Y,Quercus,LO
LOhypoxantha_F084_WG03_A_0,LOhypoxantha_F084_WG03_A,Quercus_hypoxantha,Y,Quercus,LO
LOimbricaria_trans_A_0,LOimbricaria_trans_A,Quercus_imbricaria,Y,Quercus,LO
LOjonesii_F101_WD08_SNU_0,LOjonesii_F101_WD08_SNU,Quercus_jonesii,Y,Quercus,LO
LOknoblochii_P022_WG07_HN_0,LOknoblochii_P022_WG07_HN,Quercus_knoblochii,Y,Quercus,LO
LOlaurina_F087_WC01_A_0,LOlaurina_F087_WC01_A,Quercus_laurina,Y,Quercus,LO
LOmacvaughii_F079_WG04_A_0,LOmacvaughii_F079_WG04_A,Quercus_macvaughii,Y,Quercus,LO
LOmarilandica_trans_A_0,LOmarilandica_trans_A,Quercus_marilandica,Y,Quercus,LO
LOmexicana_F001_WD02_A_0,LOmexicana_F001_WD02_A,Quercus_mexicana,Y,Quercus,LO
LOmiquihuanensis_P002_WD01_A_0,LOmiquihuanensis_P002_WD01_A,Quercus_miquihuanensis,Y,Quercus,LO
LOnigra_trans_A_0,LOnigra_trans_A,Quercus_nigra,Y,Quercus,LO
LOnixoniana_P011_WE11_A_0,LOnixoniana_P011_WE11_A,Quercus_nixoniana,Y,Quercus,LO
LOocoteifolia_F087_WA01_A_0,LOocoteifolia_F087_WA01_A,Quercus_ocoteifolia,Y,Quercus,LO
LOpalustris_F079_WF02_A_0,LOpalustris_F079_WF02_A,Quercus_palustris,Y,Quercus,LO
LOpaxtalensis_P009_WG08_SNP_0,LOpaxtalensis_P009_WG08_SNP,Quercus_paxtalensis,Y,Quercus,LO
LOpeninsularis_F087_WB07_A_0,LOpeninsularis_F087_WB07_A,Quercus_peninsularis,Y,Quercus,LO
LOphellos_F079_WE12_A_0,LOphellos_F079_WE12_A,Quercus_phellos,Y,Quercus,LO
LOpinnativenulosa_P009_WB07_A_0,LOpinnativenulosa_P009_WB07_A,Quercus_pinnativenulosa,Y,Quercus,LO
LOplanipocula_F079_WG03_A_0,LOplanipocula_F079_WG03_A,Quercus_planipocula,Y,Quercus,LO
LOradiata_P011_WE09_A_0,LOradiata_P011_WE09_A,Quercus_radiata,Y,Quercus,LO
LOrapurahuensis_P011_WG12_SS_0,LOrapurahuensis_P011_WG12_SS,Quercus_rapurahuensis,Y,Quercus,LO
LOrubra_SRR1778919_A_0,LOrubra_SRR1778919_A,Quercus_rubra,Y,Quercus,LO
LOrysophylla_F087_WA11_A_0,LOrysophylla_F087_WA11_A,Quercus_rysophylla,Y,Quercus,LO
LOsalicifolia_F001_WD01_A_0,LOsalicifolia_F001_WD01_A,Quercus_salicifolia,Y,Quercus,LO
LOsaltilensis_F084_WG02_A_0,LOsaltilensis_F084_WG02_A,Quercus_saltillensis,Y,Quercus,LO
LOsapotifolia_F079_WF01_A_0,LOsapotifolia_F079_WF01_A,Quercus_sapotifolia,Y,Quercus,LO
LOsartorii_P009_WG10_ANP_0,LOsartorii_P009_WG10_ANP,Quercus_sartorii,Y,Quercus,LO
LOscythophylla_F079_WC12_A_0,LOscythophylla_F079_WC12_A,Quercus_scytophylla,Y,Quercus,LO
LOseemannii_F084_WH04_A_0,LOseemannii_F084_WH04_A,Quercus_seemannii,Y,Quercus,LO
LOshumardii_trans_A_0,LOshumardii_trans_A,Quercus_shumardii,Y,Quercus,LO
LOsideroxyla_F079_WE06_A_0,LOsideroxyla_F079_WE06_A,Quercus_sideroxyla,Y,Quercus,LO
LOskinneri_F079_WF12_A_0,LOskinneri_F079_WF12_A,Quercus_skinneri,Y,Quercus,LO
LOtarahumara_F079_WG05_A_0,LOtarahumara_F079_WG05_A,Quercus_tarahumara,Y,Quercus,LO
LOtridens_P004_WE06_SS_0,LOtridens_P004_WE06_SS,Quercus_tridens,Y,Quercus,LO
LOtrinitatis_P006_WH05_SP_0,LOtrinitatis_P006_WH05_SP,Quercus_trinitatis,Y,Quercus,LO
LOtristis_P009_WG12_SP_0,LOtristis_P009_WG12_SP,Quercus_tristis,Y,Quercus,LO
LOtuitensis_F079_WF08_A_0,LOtuitensis_F079_WF08_A,Quercus_tuitensis,Y,Quercus,LO
LOurbani_F079_WB05_A_0,LOurbani_F079_WB05_A,Quercus_urbanii,Y,Quercus,LO
LOuxoris_P010_WE08_A_0,LOuxoris_P010_WE08_A,Quercus_uxoris,Y,Quercus,LO
LOvelutina_trans_A_0,LOvelutina_trans_A,Quercus_velutina,Y,Quercus,LO
LOviminea_F087_WA05_A_0,LOviminea_F087_WA05_A,Quercus_viminea,Y,Quercus,LO
LOwislizeni_F079_WF10_A_0,LOwislizeni_F079_WF10_A,Quercus_wislizeni,Y,Quercus,LO
LOxalapensis_F086_WF05_A_0,LOxalapensis_F086_WF05_A,Quercus_xalapensis,Y,Quercus,LO
NNchasei_F087_WA12_SU_0,NNchasei_F087_WA12_SU,Quercus_chasei,Y,Quercus,LO
NNcubana_P002_WC07_AHN_0,NNcubana_P002_WC07_AHN,Quercus_cubana,Y,Quercus,VI
NNflocculenta_P018_WA07_A_0,NNflocculenta_P018_WA07_A,Quercus_flocculenta,Y,Quercus,LO
NNhinckleyi_P010_WC07_A_0,NNhinckleyi_P010_WC07_A,Quercus_hinckleyi,Y,Quercus,QU
NNmichauxii_trans_A_0,NNmichauxii_trans_A,Quercus_michauxii,Y,Quercus,QU
NNmiyagii_P004_WE12_A_0,NNmiyagii_P004_WE12_A,Quercus_miyagii,Y,Quercus,CY
NNmulleri_P017_WA12_SNS_0,NNmulleri_P017_WA12_SNS,Quercus_mulleri,Y,Quercus,LO
NNsplendens_F086_WH08_A_0,NNsplendens_F086_WH08_A,Quercus_splendens,Y,Quercus,QU
NNtinkhamii_P003_WG02_A_0,NNtinkhamii_P003_WG02_A,Quercus_tinkhamii,Y,Quercus,QU
NNwelshii_P002_WD02_A_0,NNwelshii_P002_WD02_A,Quercus_welshii,Y,Quercus,QU
POpontica_P002_WC09_A_0,POpontica_P002_WC09_A,Quercus_pontica,Y,Quercus,PO
POsadleriana_P009_WD05_A_0,POsadleriana_P009_WD05_A,Quercus_sadleriana,Y,Quercus,PO
PRcedrosensis_F086_WG11_A_0,PRcedrosensis_F086_WG11_A,Quercus_cedrosensis,Y,Quercus,PR
PRchrysolepis_trans_A_0,PRchrysolepis_trans_A,Quercus_chrysolepis,Y,Quercus,PR
PRpalmeri_P002_WC12_A_0,PRpalmeri_P002_WC12_A,Quercus_palmeri,Y,Quercus,PR
PRtomentella_F005_WH01_A_0,PRtomentella_F005_WH01_A,Quercus_tomentella,Y,Quercus,PR
PRvaccinifolia_P005_WB06_A_0,PRvaccinifolia_P005_WB06_A,Quercus_vaccinifolia,Y,Quercus,PR
QUajoensis_P011_WH01_A_0,QUajoensis_P011_WH01_A,Quercus_ajoensis,Y,Quercus,QU
QUalba_trans_A_0,QUalba_trans_A,Quercus_alba,Y,Quercus,QU
QUaliena_F086_WH11_A_0,QUaliena_F086_WH11_A,Quercus_aliena,Y,Quercus,QU
QUalveolata_P009_WG11_SP_0,QUalveolata_P009_WG11_SP,Quercus_alveolata,Y,Quercus,QU
QUarizonica_F084_WH05_A_0,QUarizonica_F084_WH05_A,Quercus_arizonica,Y,Quercus,QU
QUberberidifolia_F087_WA10_A_0,QUberberidifolia_F087_WA10_A,Quercus_berberidifolia,Y,Quercus,QU
QUbicolor_trans_A_0,QUbicolor_trans_A,Quercus_bicolor,Y,Quercus,QU
QUboyntonii_trans_A_0,QUboyntonii_trans_A,Quercus_boyntonii,Y,Quercus,QU
QUcanariensis_P002_WC10_A_0,QUcanariensis_P002_WC10_A,Quercus_canariensis,Y,Quercus,QU
QUcentralis_P011_WE01_SP_0,QUcentralis_P011_WE01_SP,Quercus_centralis,Y,Quercus,QU
QUchihuahuensis_K010_WC07_A_0,QUchihuahuensis_K010_WC07_A,Quercus_chihuahuensis,Y,Quercus,QU
QUcongesta_P017_WB04_A_0,QUcongesta_P017_WB04_A,Quercus_congesta,Y,Quercus,QU
QUconvallata_F101_WD11_A_0,QUconvallata_F101_WD11_A,Quercus_convallata,Y,Quercus,QU
QUcornelius_mulleri_F079_WD03_A_0,QUcornelius_mulleri_F079_WD03_A,Quercus_cornelius_mulleri,Y,Quercus,QU
QUcorrugata_P009_WF07_SP_0,QUcorrugata_P009_WF07_SP,Quercus_corrugata,Y,Quercus,QU
QUdentata_F086_WG03_A_0,QUdentata_F086_WG03_A,Quercus_dentata,Y,Quercus,QU
QUdepressipes_F079_WE05_A_0,QUdepressipes_F079_WE05_A,Quercus_depressipes,Y,Quercus,QU
QUdeserticola_F087_WC03_A_0,QUdeserticola_F087_WC03_A,Quercus_deserticola,Y,Quercus,QU
QUdiversifolia_F086_WF04_A_0,QUdiversifolia_F086_WF04_A,Quercus_diversifolia,Y,Quercus,QU
QUdouglasii_P004_WD11_A_0,QUdouglasii_P004_WD11_A,Quercus_douglasii,Y,Quercus,QU
QUdumosa_P010_WC12_A_0,QUdumosa_P010_WC12_A,Quercus_dumosa,Y,Quercus,QU
QUengelmannii_F079_WF11_A_0,QUengelmannii_F079_WF11_A,Quercus_engelmannii,Y,Quercus,QU
QUexcelsa_P010_WE07_SP_0,QUexcelsa_P010_WE07_SP,Quercus_excelsa,Y,Quercus,QU
QUfabrei_F086_WF02_A_0,QUfabrei_F086_WF02_A,Quercus_fabrei,Y,Quercus,QU
QUfaginea_P010_WC04_A_0,QUfaginea_P010_WC04_A,Quercus_faginea,Y,Quercus,QU
QUfrainetto_trans_A_0,QUfrainetto_trans_A,Quercus_frainetto,Y,Quercus,QU
QUfrutex_F086_WE08_A_0,QUfrutex_F086_WE08_A,Quercus_frutex,Y,Quercus,QU
QUgarryana_trans_A_0,QUgarryana_trans_A,Quercus_garryana,Y,Quercus,QU
QUgermana_F086_WF03_A_0,QUgermana_F086_WF03_A,Quercus_germana,Y,Quercus,QU
QUglabrescens_F079_WC09_A_0,QUglabrescens_F079_WC09_A,Quercus_glabrescens,Y,Quercus,QU
QUglaucescens_K010_WH06_A_0,QUglaucescens_K010_WH06_A,Quercus_glaucescens,Y,Quercus,QU
QUglaucoides_F086_WE11_A_0,QUglaucoides_F086_WE11_A,Quercus_glaucoides,Y,Quercus,QU
QUgreggii_F079_WF07_A_0,QUgreggii_F079_WF07_A,Quercus_greggii,Y,Quercus,QU
QUgriffithii_F086_WH03_A_0,QUgriffithii_F086_WH03_A,Quercus_griffithii,Y,Quercus,QU
QUgrisea_F086_WE07_A_0,QUgrisea_F086_WE07_A,Quercus_grisea,Y,Quercus,QU
QUhartwissiana_P002_WC08_A_0,QUhartwissiana_P002_WC08_A,Quercus_hartwissiana,Y,Quercus,QU
QUhavardii_P010_WE01_A_0,QUhavardii_P010_WE01_A,Quercus_havardii,Y,Quercus,QU
QUinfectoria_F101_WD03_A_0,QUinfectoria_F101_WD03_A,Quercus_infectoria,Y,Quercus,QU
QUinsignis_F086_WH07_A_0,QUinsignis_F086_WH07_A,Quercus_insignis,Y,Quercus,QU
QUintricata_F084_WG05_A_0,QUintricata_F084_WG05_A,Quercus_intricata,Y,Quercus,QU
QUinvaginata_F079_WE07_A_0,QUinvaginata_F079_WE07_A,Quercus_invaginata,Y,Quercus,QU
QUjohn_tuckeri_F086_WG02_SNP_0,QUjohn_tuckeri_F086_WG02_SNP,Quercus_john_tuckeri,Y,Quercus,QU
QUlaceyi_P011_WF09_A_0,QUlaceyi_P011_WF09_A,Quercus_laceyi,Y,Quercus,QU
QUlaeta_F086_WF12_A_0,QUlaeta_F086_WF12_A,Quercus_laeta,Y,Quercus,QU
QUlancifolia_F102_WA10_A_0,QUlancifolia_F102_WA10_A,Quercus_lancifolia,Y,Quercus,QU
QUlaxa_F087_WC02_SNU_0,QUlaxa_F087_WC02_SNU,Quercus_laxa,Y,Quercus,QU
QUleiophylla_F101_WD09_A_0,QUleiophylla_F101_WD09_A,Quercus_leiophylla,Y,Quercus,QU
QUliebmanii_F079_WE03_A_0,QUliebmanii_F079_WE03_A,Quercus_liebmanii,Y,Quercus,QU
QUlobata_P010_WE03_A_0,QUlobata_P010_WE03_A,Quercus_lobata,Y,Quercus,QU
QUlusitanica_P017_WB10_SNU_0,QUlusitanica_P017_WB10_SNU,Quercus_lusitanica,Y,Quercus,QU
QUlyrata_trans_A_0,QUlyrata_trans_A,Quercus_lyrata,Y,Quercus,QU
QUmacdougallii_F086_WH09_A_0,QUmacdougallii_F086_WH09_A,Quercus_macdougallii,Y,Quercus,QU
QUmacranthera_F086_WE09_A_0,QUmacranthera_F086_WE09_A,Quercus_macranthera,Y,Quercus,QU
QUmacrocarpa_trans_A_0,QUmacrocarpa_trans_A,Quercus_macrocarpa,Y,Quercus,QU
QUmagnoliifolia_F079_WE10_A_0,QUmagnoliifolia_F079_WE10_A,Quercus_magnoliifolia,Y,Quercus,QU
QUmargarettae_P019_WE01_SNS_0,QUmargarettae_P019_WE01_SNS,Quercus_margarettae,Y,Quercus,QU
QUmartinezii_P011_WF12_A_0,QUmartinezii_P011_WF12_A,Quercus_martinezii,Y,Quercus,QU
QUmicrophylla_F084_WG07_A_0,QUmicrophylla_F084_WG07_A,Quercus_microphylla,Y,Quercus,QU
QUmohriana_F087_WB02_A_0,QUmohriana_F087_WB02_A,Quercus_mohriana,Y,Quercus,QU
QUmongolica_F087_WC06_A_0,QUmongolica_F087_WC06_A,Quercus_mongolica,Y,Quercus,QU
QUmontana_trans_A_0,QUmontana_trans_A,Quercus_montana,Y,Quercus,QU
QUmuehlenbergii_trans_A_0,QUmuehlenbergii_trans_A,Quercus_muehlenbergii,Y,Quercus,QU
QUoblongifolia_F079_WF04_A_0,QUoblongifolia_F079_WF04_A,Quercus_oblongifolia,Y,Quercus,QU
QUobtusata_F101_WD07_A_0,QUobtusata_F101_WD07_A,Quercus_obtusata,Y,Quercus,QU
QUoglethorpensis_P008_WF03_A_0,QUoglethorpensis_P008_WF03_A,Quercus_oglethorpensis,Y,Quercus,QU
QUoocarpa_P009_WH03_A_0,QUoocarpa_P009_WH03_A,Quercus_oocarpa,Y,Quercus,QU
QUopaca_P022_WG04_A_0,QUopaca_P022_WG04_A,Quercus_opaca,Y,Quercus,QU
QUpacifica_F079_WF06_A_0,QUpacifica_F079_WF06_A,Quercus_pacifica,Y,Quercus,QU
QUpeduncularis_F087_WA07_A_0,QUpeduncularis_F087_WA07_A,Quercus_peduncularis,Y,Quercus,QU
QUperpallida_P009_WB08_A_0,QUperpallida_P009_WB08_A,Quercus_perpallida,Y,Quercus,QU
QUpetraea_F102_WA06_A_0,QUpetraea_F102_WA06_A,Quercus_petraea,Y,Quercus,QU
QUpilicaulis_P017_WB03_SP_0,QUpilicaulis_P017_WB03_SP,Quercus_pilicaulis,Y,Quercus,QU
QUpolymorpha_F101_WF12_A_0,QUpolymorpha_F101_WF12_A,Quercus_polymorpha,Y,Quercus,QU
QUpotosina_F087_WA08_A_0,QUpotosina_F087_WA08_A,Quercus_potosina,Y,Quercus,QU
QUpraeco_F079_WE09_A_0,QUpraeco_F079_WE09_A,Quercus_praeco,Y,Quercus,QU
QUprinoides_P008_WF02_A_0,QUprinoides_P008_WF02_A,Quercus_prinoides,Y,Quercus,QU
QUprinopsis_P003_WG05_SP_0,QUprinopsis_P003_WG05_SP,Quercus_prinopsis,Y,Quercus,QU
QUpubescens_P011_WF08_A_0,QUpubescens_P011_WF08_A,Quercus_pubescens,Y,Quercus,QU
QUpungens_F101_WD10_A_0,QUpungens_F101_WD10_A,Quercus_pungens,Y,Quercus,QU
QUpurulhana_K010_WC08_A_0,QUpurulhana_K010_WC08_A,Quercus_purulhana,Y,Quercus,QU
QUpyrenaica_P009_WB11_A_0,QUpyrenaica_P009_WB11_A,Quercus_pyrenaica,Y,Quercus,QU
QUrekonis_F086_WE05_A_0,QUrekonis_F086_WE05_A,Quercus_rekonis,Y,Quercus,QU
QUrepanda_F087_WA02_A_0,QUrepanda_F087_WA02_A,Quercus_repanda,Y,Quercus,QU
QUresinosa_F079_WE04_A_0,QUresinosa_F079_WE04_A,Quercus_resinosa,Y,Quercus,QU
QUrobur_F079_WC04_A_0,QUrobur_F079_WC04_A,Quercus_robur,Y,Quercus,QU
QUrugosa_F084_WG01_A_0,QUrugosa_F084_WG01_A,Quercus_rugosa,Y,Quercus,QU
QUschenkiana_P004_WE05_SP_0,QUschenkiana_P004_WE05_SP,Quercus_schenkiana,Y,Quercus,QU
QUsegoviensis_K001_WA08_A_0,QUsegoviensis_K001_WA08_A,Quercus_segoviensis,Y,Quercus,QU
QUserrata_F079_WC07_A_0,QUserrata_F079_WC07_A,Quercus_serrata,Y,Quercus,QU
QUsimilis_P009_WD03_A_0,QUsimilis_P009_WD03_A,Quercus_similis,Y,Quercus,QU
QUsinuata_P002_WD03_A_0,QUsinuata_P002_WD03_A,Quercus_sinuata,Y,Quercus,QU
QUstellata_trans_A_0,QUstellata_trans_A,Quercus_stellata,Y,Quercus,QU
QUstriatula_F118_WF01_A_0,QUstriatula_F118_WF01_A,Quercus_striatula,Y,Quercus,QU
QUtoumeyi_F079_WG01_A_0,QUtoumeyi_F079_WG01_A,Quercus_toumeyi,Y,Quercus,QU
QUtoxicodendrifolia_P010_WD05_ANP_0,QUtoxicodendrifolia_P010_WD05_ANP,Quercus_toxicodendrifolia,Y,Quercus,QU
QUtransmontana_P010_WB11_SP_0,QUtransmontana_P010_WB11_SP,Quercus_transmontana,Y,Quercus,QU
QUtuberculata_F079_WC03_A_0,QUtuberculata_F079_WC03_A,Quercus_tuberculata,Y,Quercus,QU
QUturbinella_F079_WB01_A_0,QUturbinella_F079_WB01_A,Quercus_turbinella,Y,Quercus,QU
QUvaseyana_P002_WC11_A_0,QUvaseyana_P002_WC11_A,Quercus_vaseyana,Y,Quercus,QU
QUvicentensis_F087_WB12_A_0,QUvicentensis_F087_WB12_A,Quercus_vicentensis,Y,Quercus,QU
QUwutaishanica_F079_WE08_ANP_0,QUwutaishanica_F079_WE08_ANP,Quercus_wutaishanica,Y,Quercus,QU
VIbrandegeei_F087_WC05_A_0,VIbrandegeei_F087_WC05_A,Quercus_brandegeei,Y,Quercus,VI
VIfusiformis_F079_WB09_A_0,VIfusiformis_F079_WB09_A,Quercus_fusiformis,Y,Quercus,VI
VIgeminata_F086_WG06_A_0,VIgeminata_F086_WG06_A,Quercus_geminata,Y,Quercus,VI
VIoleoides_F101_WD06_A_0,VIoleoides_F101_WD06_A,Quercus_oleoides,Y,Quercus,VI
VIvirginiana_trans_A_0,VIvirginiana_trans_A,Quercus_virginiana,Y,Quercus,VI
TRdoichangensis_trans_0,TRdoichangensis_trans,Trigonobalanus_doichangensis,Y,Trigonobalanus,TR
TRexcelsa_F118_WF02_0,TRexcelsa_F118_WF02,Trigonobalanus_excelsa,Y,Trigonobalanus,TR
*Antiquacupula_sulcata_84.275,*Antiquacupula_sulcata,*Antiquacupula_sulcata,Y,,
*Castanea_fujiyamae_42.9,*Castanea_fujiyamae,*Castanea_fujiyamae,Y,Castanea,CT
*Castaneoidea_puryearensis_42.9,*Castaneoidea_puryearensis,*Castaneoidea_puryearensis,Y,Castanea,CT
*Castanopsis_changchangensis_42.9,*Castanopsis_changchangensis,*Castanopsis_changchangensis,Y,Castanopsis,CP
*Castanopsis_crepetii_48.32,*Castanopsis_crepetii,*Castanopsis_crepetii,Y,Castanopsis,CP
*Castanopsis_elisabethae_12.809,*Castanopsis_elisabethae,*Castanopsis_elisabethae,Y,Castanopsis,CP
*Castanopsis_pliovariabilis_12.809,*Castanopsis_pliovariabilis,*Castanopsis_pliovariabilis,Y,Castanopsis,CP
*Castanopsis_rothwellii_52.2,*Castanopsis_rothwellii,*Castanopsis_rothwellii,Y,,
*Castanopsis_salinarum_44.95,*Castanopsis_salinarum,*Castanopsis_salinarum,Y,Castanopsis,CP
*Castanopsis_tanaii_35.95,*Castanopsis_tanaii,*Castanopsis_tanaii,Y,Castanopsis,CP
*Castanopsoidea_columbiana_56,*Castanopsoidea_columbiana,*Castanopsoidea_columbiana,Y,,
*Chrysolepis_chrysophylloides_44.95,*Chrysolepis_chrysophylloides,*Chrysolepis_chrysophylloides,Y,Chrysolepis,CH
*Eotrigonobalanus_81.5,*Eotrigonobalanus,*Eotrigonobalanus,Y,,
*Fagopsis_longifolia_34.07,*Fagopsis_longifolia,*Fagopsis_longifolia,Y,,
*Fagopsis_primorica_31,*Fagopsis_primorica,*Fagopsis_primorica,Y,,
*Fagus_altaensis_14.165,*Fagus_altaensis,*Fagus_altaensis,Y,Fagus,FA
*Fagus_attenuata_28.465,*Fagus_attenuata,*Fagus_attenuata,Y,Fagus,FA
*Fagus_castaneifolia_31,*Fagus_castaneifolia,*Fagus_castaneifolia,Y,Fagus,FA
*Fagus_gussonii_13.795,*Fagus_gussonii,*Fagus_gussonii,Y,Fagus,FA
*Fagus_kitamiensis_31,*Fagus_kitamiensis,*Fagus_kitamiensis,Y,Fagus,FA
*Fagus_langevinii_50,*Fagus_langevinii,*Fagus_langevinii,Y,Fagus,FA
*Fagus_napanensis_37.5,*Fagus_napanensis,*Fagus_napanensis,Y,Fagus,FA
*Fagus_pacifica_32.9,*Fagus_pacifica,*Fagus_pacifica,Y,Fagus,FA
*Fagus_saxonica_25.565,*Fagus_saxonica,*Fagus_saxonica,Y,Fagus,FA
*Lithocarpus_cf._corneus_31,*Lithocarpus_cf._corneus,*Lithocarpus_cf._corneus,Y,Lithocarpus,LP
*Lithocarpus_changchangensis_43,*Lithocarpus_changchangensis,*Lithocarpus_changchangensis,Y,Lithocarpus,LP
*Lithocarpus_matsumotoi_35.95,*Lithocarpus_matsumotoi,*Lithocarpus_matsumotoi,Y,Lithocarpus,LP
*Lithocarpus_sp._Colorado_44.95,*Lithocarpus_sp._Colorado,*Lithocarpus_sp._Colorado,Y,Lithocarpus,LP
*Lithocarpus_timensis_35.95,*Lithocarpus_timensis,*Lithocarpus_timensis,Y,Lithocarpus,LP
*Notholithocarpus_weidei_28.465,*Notholithocarpus_weidei,*Notholithocarpus_weidei,Y,Notholithocarpus,NL
*Protofagacea_allonensis_84.275,*Protofagacea_allonensis,*Protofagacea_allonensis,Y,,
*Quercus_alexeevii_31,*Quercus_alexeevii,*Quercus_alexeevii,Y,Quercus,CE
*Quercus_cerverensis_31,*Quercus_cerverensis,*Quercus_cerverensis,Y,Quercus,CE
*Quercus_cf._pliovariabilis_8.4765,*Quercus_cf._pliovariabilis,*Quercus_cf._pliovariabilis,Y,Quercus,CE
*Quercus_gracilis_31,*Quercus_gracilis,*Quercus_gracilis,Y,Quercus,CE
*Quercus_sosnowskyi_19.625,*Quercus_sosnowskyi,*Quercus_sosnowskyi,Y,Quercus,CE
*Quercus_sp._Jilin_42.9,*Quercus_sp._Jilin,*Quercus_sp._Jilin,Y,Quercus,CE
*Quercus_ussuriensis_32.45,*Quercus_ussuriensis,*Quercus_ussuriensis,Y,Quercus,CE
*Quercus_abchasica_8.4765,*Quercus_abchasica,*Quercus_abchasica,Y,Quercus,CY
*Quercus_changchangensis_43,*Quercus_changchangensis,*Quercus_changchangensis,Y,Quercus,CY
*Quercus_naitoi_40.475,*Quercus_naitoi,*Quercus_naitoi,Y,Quercus,CY
*Quercus_nanningensis_25.565,*Quercus_nanningensis,*Quercus_nanningensis,Y,Quercus,CY
*Quercus_paleocarpa_48.32,*Quercus_paleocarpa,*Quercus_paleocarpa,Y,Quercus,CY
*Quercus_subhercynica_42.9,*Quercus_subhercynica,*Quercus_subhercynica,Y,Quercus,CY
*Quercus_tibetensis_34.6,*Quercus_tibetensis,*Quercus_tibetensis,Y,Quercus,CY
*Quercus_aff._acrodonta_5.332,*Quercus_aff._acrodonta,*Quercus_aff._acrodonta,Y,Quercus,IL
*Quercus_cf._presenescens_34.6,*Quercus_cf._presenescens,*Quercus_cf._presenescens,Y,Quercus,IL
*Quercus_drymeja_31,*Quercus_drymeja,*Quercus_drymeja,Y,Quercus,IL
*Quercus_koraika_19.5,*Quercus_koraika,*Quercus_koraika,Y,Quercus,IL
*Quercus_lanpingensis_3.094,*Quercus_lanpingensis,*Quercus_lanpingensis,Y,Quercus,IL
*Quercus_mediterranea_31,*Quercus_mediterranea,*Quercus_mediterranea,Y,Quercus,IL
*Quercus_mutilatifolia_8.4765,*Quercus_mutilatifolia,*Quercus_mutilatifolia,Y,Quercus,IL
*Quercus_aimeeana_35.85,*Quercus_aimeeana,*Quercus_aimeeana,Y,Quercus,LO
*Quercus_lyellii_8.4765,*Quercus_lyellii,*Quercus_lyellii,Y,Quercus,LO
*Quercus_neriifolia_35.95,*Quercus_neriifolia,*Quercus_neriifolia,Y,Quercus,LO
*Quercus_peritula_44.95,*Quercus_peritula,*Quercus_peritula,Y,Quercus,LO
*Quercus_pseudolyrata_31,*Quercus_pseudolyrata,*Quercus_pseudolyrata,Y,Quercus,LO
*Quercus_brachyandra_35.85,*Quercus_brachyandra,*Quercus_brachyandra,Y,Quercus,PR
*Quercus_predayana_44.95,*Quercus_predayana,*Quercus_predayana,Y,Quercus,PR
*Quercus_cardanii_5.332,*Quercus_cardanii,*Quercus_cardanii,Y,Quercus,QU
*Quercus_cf._praemongolica_35.95,*Quercus_cf._praemongolica,*Quercus_cf._praemongolica,Y,Quercus,QU
*Quercus_paleoserrata_31,*Quercus_paleoserrata,*Quercus_paleoserrata,Y,Quercus,QU
*Quercus_sp._US188_5894_45,*Quercus_sp._US188_5894,*Quercus_sp._US188_5894,Y,Quercus,QU
*Trigonobalanoid_sp._Samland_35.85,*Trigonobalanoid_sp._Samland,*Trigonobalanoid_sp._Samland,Y,Trigonobalanus,TR
*Trigonobalanoidea_americana_56,*Trigonobalanoidea_americana,*Trigonobalanoidea_americana,Y,Trigonobalanus,TR
*Trigonobalanus_succinea_44.95,*Trigonobalanus_succinea,*Trigonobalanus_succinea,Y,Trigonobalanus,TR
CYpentacycla_P001_WE11_A_0,CYpentacycla_P001_WE11_A,Quercus_pentacycla,N,Quercus,CY
CYsemiserratoides_P011_WH02_A_0,CYsemiserratoides_P011_WH02_A,Quercus_semiserratoides,N,Quercus,CY
ILkongshanensis_P001_WG09_SNP_0,ILkongshanensis_P001_WG09_SNP,Quercus_kongshanensis,N,Quercus,IL
LOcualensis_F086_WG01_A_0,LOcualensis_F086_WG01_A,Quercus_cualensis,N,Quercus,LO
LOfloccosa_P022_WH04_A_0,LOfloccosa_P022_WH04_A,Quercus_floccosa,N,Quercus,LO
LOrugulosa_P003_WG04_SS_0,LOrugulosa_P003_WG04_SS,Quercus_rugulosa,N,Quercus,LO
LOtardifolia_P011_WG06_A_0,LOtardifolia_P011_WG06_A,Quercus_tardifolia,N,Quercus,LO
LOtonduzii_P017_WB02_ANP_0,LOtonduzii_P017_WB02_ANP,Quercus_tonduzii,N,Quercus,LO
LOvexans_P028_WF04_SP_0,LOvexans_P028_WF04_SP,Quercus_vexans,N,Quercus,LO
NNcarmenensis_P026_WC01_A_0,NNcarmenensis_P026_WC01_A,Quercus_carmenensis,N,Quercus,QU
NNliaoi_P002_WF06_A_0,NNliaoi_P002_WF06_A,Quercus_liaoi,N,Quercus,CY
NNlowilliamsii_P017_WB01_SP_0,NNlowilliamsii_P017_WB01_SP,Quercus_lowilliamsii,N,Quercus,LO
